Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"10","'036","Australia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","2.9","E","3.2","E","3.2","E","3.5","E","3.2","E","3.2","E","3.2","E","3.2","E"
"10","'036","Australia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","2.9","E","3.2","E","3.2","E","3.5","E","3.2","E","3.2","E",,,,
"10","'036","Australia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.7","E","0.8","E","0.8","E","0.9","E","0.8","E","0.8","E","0.9","E","0.9","E"
"10","'036","Australia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.7","E","0.8","E","0.8","E","0.9","E","0.8","E","0.8","E",,,,
"11","'040","Austria","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","1.72","E","1.75","E","1.77","E","1.81","E","1.82","E","2.02","E","2.24","E","2.3","E"
"11","'040","Austria","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.06","E","2.11","E","2.19","E","2.3","E","2.42","E","2.75","E","2.91","E","2.99","E"
"11","'040","Austria","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.2","E",,,,,,
"11","'040","Austria","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.27","E",,,,,,
"11","'040","Austria","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.41","E",,,,,,
"11","'040","Austria","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.55","E",,,,,,
"11","'040","Austria","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.08","E",,,,,,
"11","'040","Austria","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.1","E",,,,,,
"11","'040","Austria","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.54","E",,,,,,
"11","'040","Austria","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"11","'040","Austria","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.54","E",,,,,,
"11","'040","Austria","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"11","'040","Austria","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.05","E",,,,,,
"11","'040","Austria","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.06","E",,,,,,
"11","'040","Austria","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","2.5","E","2.3","E","2.5","E","2.5","E","2.9","E","2.9","E","2.9","E","2.9","E"
"11","'040","Austria","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","2.5","E","2.3","E","2.7","E","2.5","E","3.4","E","2.9","E",,,,
"11","'040","Austria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.2","E","0.2","E","0.2","E","0.2","E","0.3","E","0.3","E","0.3","E","0.3","E"
"11","'040","Austria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.2","E","0.2","E","0.2","E","0.2","E","0.3","E","0.3","E",,,,
"52","'031","Azerbaijan","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","1.4","E","1.42","E","1.47","E","1.54","E","1.66","E","2","E","2.19","E","2.22","E"
"52","'031","Azerbaijan","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.9","E","2.95","E","3.1","E","3.28","E","3.44","E","3.92","E","4.13","E","4.2","E"
"52","'031","Azerbaijan","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.33","E",,,,,,
"52","'031","Azerbaijan","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.68","E",,,,,,
"52","'031","Azerbaijan","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.53","E",,,,,,
"52","'031","Azerbaijan","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.09","E",,,,,,
"52","'031","Azerbaijan","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.18","E",,,,,,
"52","'031","Azerbaijan","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.37","E",,,,,,
"52","'031","Azerbaijan","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.22","E",,,,,,
"52","'031","Azerbaijan","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.46","E",,,,,,
"52","'031","Azerbaijan","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.32","E",,,,,,
"52","'031","Azerbaijan","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.66","E",,,,,,
"52","'031","Azerbaijan","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.09","E",,,,,,
"52","'031","Azerbaijan","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.18","E",,,,,,
"52","'031","Azerbaijan","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","0.8","E","0.7","E","0.7","E","1.4","E","0.8","E","0.7","E","0.7","E","0.6","E"
"52","'031","Azerbaijan","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","0.7","E","0.7","E","0.7","E","1.2","E","0.7","E","0.7","E",,,,
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E",,,,
"12","'044","Bahamas","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","4.72","E","4.83","E","4.84","E","4.91","E","5.02","E","5.69","E","5.96","E","6.14","E"
"12","'044","Bahamas","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","4.2","E","4.23","E","4.12","E","4.19","E","4.28","E","4.96","E","5.25","E","5.54","E"
"12","'044","Bahamas","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"O",,,,,,
"12","'044","Bahamas","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"12","'044","Bahamas","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"12","'044","Bahamas","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"12","'044","Bahamas","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"13","'048","Bahrain","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","0.63","E","0.64","E","0.66","E","0.68","E","0.68","E","0.75","E","0.79","E","0.82","E"
"13","'048","Bahrain","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.04","E","3.19","E","3.3","E","3.42","E","3.25","E","3.74","E","4.12","E","4.33","E"
"13","'048","Bahrain","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.1","E",,,,,,
"13","'048","Bahrain","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"13","'048","Bahrain","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.21","E",,,,,,
"13","'048","Bahrain","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.03","E",,,,,,
"13","'048","Bahrain","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.09","E",,,,,,
"13","'048","Bahrain","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.45","E",,,,,,
"13","'048","Bahrain","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.15","E",,,,,,
"13","'048","Bahrain","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.74","E",,,,,,
"13","'048","Bahrain","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.08","E",,,,,,
"13","'048","Bahrain","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.41","E",,,,,,
"13","'048","Bahrain","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.03","E",,,,,,
"13","'048","Bahrain","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.15","E",,,,,,
"13","'048","Bahrain","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"13","'048","Bahrain","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"13","'048","Bahrain","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"13","'048","Bahrain","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"16","'050","Bangladesh","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","89.53","E","95.1","E","100.39","E","106.17","E","111.8","E","120.44","E","133.01","E","148.21","E"
"16","'050","Bangladesh","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.09","E","3.26","E","3.4","E","3.61","E","3.83","E","4.13","E","4.33","E","4.49","E"
"16","'050","Bangladesh","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"13.37","E",,,,,,
"16","'050","Bangladesh","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.46","E",,,,,,
"16","'050","Bangladesh","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"45.35","E",,,,,,
"16","'050","Bangladesh","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.55","E",,,,,,
"16","'050","Bangladesh","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"7.76","E",,,,,,
"16","'050","Bangladesh","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.27","E",,,,,,
"16","'050","Bangladesh","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"22.24","E",,,,,,
"16","'050","Bangladesh","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.76","E",,,,,,
"16","'050","Bangladesh","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"19.25","E",,,,,,
"16","'050","Bangladesh","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.66","E",,,,,,
